Count,Status,Service,Message
"≈20K","info","vrc-availability-service","nextState, FSM STATE CHANGE from [[wildcard]*[/wildcard]] to [[wildcard]*[/wildcard]]"
"≈20K","info","uc3-connector","processAgent, tenant [null], agent: [Agent(kafkaKey=[wildcard]*[/wildcard], userId=[wildcard]*[/wildcard], providerAgentId=[wildcard]*[/wildcard], providerId=[wildcard]*[/wildcard], deviceId=[wildcard]*[/wildcard], deviceType=WEBRTC, password=Admin123$, providerAccountId=[wildcard]*[/wildcard], extensionNumber=[wildcard][10010-18238][/wildcard], agentDID=null, accountId=null, displayName=[wildcard]*[/wildcard][wildcard]*[/wildcard], organizationNodeId=[wildcard]*[/wildcard])]"
"≈20K","info","vrc-agent-service","consumeRecords, Notifying message listeners of [ReasonCode] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][31-1853][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""codeName"": ""[wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""codeType"": ""NOT_READY"", ""codeNumber"": ""[wildcard][00101-00105][/wildcard]"", ""codeId"": ""[wildcard]*[/wildcard]"", ""description"": ""System uses this [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""systemDefined"": true, ""systemUse"": ""[wildcard]*[/wildcard]"", ""accountId"": ""[wildcard]*[/wildcard]"", ""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]""}"
"≈20K","info","vrc-availability-service","getConsumerLagInfo: Stream Tasks running in this pod for org.apache.kafka.streams.KafkaStreams@[wildcard]*[/wildcard]are active-tasks [[wildcard][0-1][/wildcard], [wildcard][2-3][/wildcard], [wildcard][4-5][/wildcard]] and standBy-tasks [[wildcard][0-1][/wildcard], [wildcard][2-3][/wildcard], [wildcard][4-5][/wildcard]]."
"≈20K","info","ix-dsk-admin-connector","consumeRecords, Notifying message listeners of [[wildcard]*[/wildcard]] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][293-469787][/wildcard]], key: [[wildcard]*[/wildcard][wildcard]*[/wildcard]], value: [wildcard]*[/wildcard]"
"≈20K","info","nginx","[wildcard]10.XXX.XXX.XXX[/wildcard] - - [[wildcard]dd/MMM/yyyy:HH:mm:ss xx[/wildcard]] ""GET / HTTP/1.1"" 200 615 ""-"" ""kube-probe/1.26"" ""-"""
"≈20K","info","vrc-metrics-service","methodName:createLogoutEvent - sending UpsertAgentAvailabilityMessage: AgentChannelState(id=[wildcard]*[/wildcard], tenantId=[wildcard]*[/wildcard], channelToStateMap={[wildcard]*[/wildcard]=LOGGED_OUT}, channelToAuxStateMap={[wildcard]*[/wildcard]=AUX_STATE_READY})"
"≈20K","info","vrc-metrics-service","methodName:upsertAgentAvailability - Agent [wildcard]*[/wildcard] newAgentState AgentEntry(id=[wildcard]*[/wildcard], tenantId=[wildcard]*[/wildcard], attributes=Attributes(attributeList=[channel.[wildcard]*[/wildcard][wildcard]*[/wildcard]]), activeServiceSet=[], channels=[[wildcard]*[/wildcard]], previousChannels=[], channelToStateMap={[wildcard]*[/wildcard]=LOGGED_OUT}, channelToAuxStateMap={[wildcard]*[/wildcard]=AUX_STATE_READY}, writeCounter=0, readCounter=0, taskId=0) ."
"≈20K","info","media-store","[Consumer clientId=consumer-umr-account-avro-group-1, groupId=umr-account-avro-group] Seeking to offset [wildcard][247-4134][/wildcard] for partition account.[wildcard]*[/wildcard]"
"≈20K","info","ix-dsk-connector","Adding AdfService to cache, key=[[wildcard]*[/wildcard]] value=[{""queueId"": ""[wildcard]*[/wildcard]"", ""queueName"": ""[wildcard]*[/wildcard]"", ""adfServiceId"": ""[wildcard]*[/wildcard]"", ""adfProviderId"": ""[wildcard]*[/wildcard]"", ""accountId"": ""[wildcard]*[/wildcard]""}]"
"≈20K","info","auth-proxy","time=""[wildcard]*[/wildcard]"" level=debug msg=""found the user identity"" email=[wildcard]*[/wildcard]@[wildcard]*[/wildcard][wildcard]*[/wildcard]@[wildcard]*[/wildcard]roles=""[wildcard]*[/wildcard][wildcard]*[/wildcard] Admin Widgets Administrator,Administrator,offline_access,[wildcard]*[/wildcard],[wildcard]*[/wildcard],[wildcard]*[/wildcard],account:manage-account,account:manage-account-links,account:view-profile"" tenant=[wildcard]*[/wildcard]"
"≈20K","info","vrc-rona-service","consumeRecords, Notifying message listeners of [Queue] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][23-562][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""queueId"": ""[wildcard]*[/wildcard]"", ""name"": ""[wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""description"": [wildcard]*[/wildcard], ""accountDefault"": [wildcard]*[/wildcard], ""afterContactWork"": false, ""accountId"": ""[wildcard]*[/wildcard]""}"
"≈20K","info","outbound-contacts-api","[wildcard]yyyy-MM-dd HH:mm:ss.SSS[/wildcard] [INFO ] [[wildcard]*[/wildcard]] com.avaya.outbound.contact.api.controller.ContactListInternalController -- getLatestJobForContactList -- Account Id: GZJLCF - Latest job details for contact list [wildcard]*[/wildcard] fetched successfully"
"≈20K","info","journey-service","Running query against index '[wildcard]*[/wildcard]*' { ""bool"" : { ""filter"" : [ { ""bool"" : { ""should"" : [ { ""wildcard"" : { ""identifiers.emailAddresses"" : { ""wildcard"" : ""customer@test.com"", ""case_insensitive"" : true, ""boost"" : 1.0 } } }, { ""wildcard"" : { ""identifiers.phoneNumbers"" : { ""wildcard"" : ""1231231231"", ""boost"" : 1.0 } } } ], ""adjust_pure_negative"" : true, ""minimum_should_match"" : ""1"", ""boost"" : 1.0 } }, { ""range"" : { ""timestamp"" : { ""from"" : [wildcard][1662879624242-1707634097171][/wildcard], ""to"" : [wildcard][1665532799595-1710226384044][/wildcard], ""include_lower"" : true, ""include_upper"" : true, ""format"" : ""epoch_millis"", ""boost"" : 1.0 } } } ], ""adjust_pure_negative"" : true, ""boost"" : 1.0 } }"
"≈20K","info","ix-dsk-admin-connector","consumeRecords, Notifying message listeners of [AdfReasonCodeMap] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][57-465015][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""reasonCodeId"": ""[wildcard]*[/wildcard]"", ""adfReasonCodeId"": ""[wildcard]*[/wildcard]"", ""codeName"": ""[wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""codeType"": ""NOT_READY"", ""codeNumber"": ""[wildcard][00101-00105][/wildcard]"", ""description"": ""System uses this [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""accountId"": ""[wildcard]*[/wildcard]"", ""systemUse"": ""[wildcard]*[/wildcard]"", ""adfProviderId"": null}"
"≈20K","info","vrc-matching-engagement","addAttribute() - adding attribute to cache with id [wildcard]*[/wildcard] and attribute data AdminAttribute(id=[wildcard]*[/wildcard], value=[wildcard]*[/wildcard], category=AdminCategory(name=[wildcard]*[/wildcard], tenant=AdminTenant(id=[wildcard]*[/wildcard])))"
"≈10K","info","ix-dsk-admin-connector","Adding AdfService to cache key=[[wildcard]*[/wildcard]] value=[{""queueId"": ""[wildcard]*[/wildcard]"", ""queueName"": ""[wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""adfServiceId"": ""[wildcard]*[/wildcard]"", ""adfProviderId"": ""[wildcard]*[/wildcard]"", ""accountId"": ""[wildcard]*[/wildcard]""}]"
"≈10K","info","analytics-ingestion","LakeLocator.getBlockBlobClient: Building client for app_id be1d135e-f9ba-45be-abb4-06abcc1e21fc and Storage Account analyticsdevaxp at container [wildcard]*[/wildcard] and path 2024[wildcard]/3/11/*[/wildcard]"
"≈10K","info","ix-virtual-load-tester","[Received EMAIL from Customer, agent:[wildcard]*[/wildcard]@[wildcard]*[/wildcard][READY], channel EMAIL, interactionType: CALLED engagementId: [wildcard]*[/wildcard], interactionId: [wildcard]*[/wildcard], dialogId [wildcard]*[/wildcard]]"
"≈10K","info","admin-voice-service","Received avro message for topic [user.avro] message [MessageResponse(destination=user.avro, key=[wildcard]*[/wildcard], message={""source"": ""[wildcard]*[/wildcard]"", ""lastName"": ""[wildcard]*[/wildcard]"", ""loginId"": ""[wildcard]*[/wildcard]@[wildcard]*[/wildcard]"", ""userId"": ""[wildcard]*[/wildcard]"", ""localizedDisplayName"": ""[wildcard]*[/wildcard],[wildcard]*[/wildcard]"", ""displayName"": ""[wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""roles"": [wildcard]*[/wildcard], ""memberOf"": [wildcard]*[/wildcard], ""ownedGroups"": null, ""firstName"": ""[wildcard]*[/wildcard]"", ""organizationNodeId"": ""[wildcard]*[/wildcard]"", ""newLoginId"": null, ""password"": [wildcard]*[/wildcard], ""tenantId"": ""[wildcard]*[/wildcard]"", ""emailId"": [wildcard]*[/wildcard], ""organizationGroups"": null, ""assignRoles"": null, ""unAssignRoles"": null, ""ldapId"": null, ""profileId"": [wildcard]*[/wildcard], ""addresses"": [wildcard]*[/wildcard], ""accountAddresses"": [wildcard]*[/wildcard], ""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]""}, headers={b3=[B@[wildcard]*[/wildcard], x-datadog-parent-id=[B@[wildcard]*[/wildcard], avaya_kafka_writeOperation=[B@[wildcard]*[/wildcard], x-datadog-sampling-priority=[B@[wildcard]*[/wildcard], avaya_kafka_messageId=[B@[wildcard]*[/wildcard], x-datadog-trace-id=[B@[wildcard]*[/wildcard]})]"
"≈10K","warn","kafka","[[wildcard]yyyy-MM-dd HH:mm:ss,SSS[/wildcard]] WARN Attempting to send response via channel for which there is no open connection, connection id [wildcard]XXX.XXX.XXX.XXX[/wildcard]:13598[wildcard][-10.205--10.164][/wildcard].[wildcard][8.105-11.145][/wildcard]:[wildcard]*[/wildcard] (kafka.network.Processor)"
"≈10K","info","vrc-matching-service","Sending AdminUserEvent to match engine AdminAgentEvent(isDeleteEvent=false, agent=AdminAgentFromAvro(id=[wildcard]*[/wildcard], tenantId=YOVRUD, strategy=WSSGreatestNeed, queues=[], attributes=[AdminAttributeFromAvro(id=[wildcard]*[/wildcard], value=Dummy, category=AdminCategoryFromAvro(name=Department, tenantId=YOVRUD))], channels=[AdminAgentChannelFromAvro(channelId=Voice, channelProvider=AdminChannelProviderFromAvro(channelProviderId=eb33ae706ef17050e46799c65f9eb4bf, address=7775130733018), providerAgentId=[wildcard]*[/wildcard], providerAgentAddress=[wildcard]*[/wildcard])]))"
"≈10K","info","ix-dsk-connector","Adding AdfReasonCodeMap to ReasonCodeToAdfReasonCodeMapCache, key=[[wildcard]*[/wildcard]] value=[{""reasonCodeId"": ""[wildcard]*[/wildcard]"", ""adfReasonCodeId"": ""[wildcard]*[/wildcard]"", ""codeName"": ""[wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""codeType"": ""NOT_READY"", ""codeNumber"": ""[wildcard][00101-00105][/wildcard]"", ""description"": ""System uses this [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard] [wildcard]*[/wildcard][wildcard]*[/wildcard] [wildcard]*[/wildcard]"", ""accountId"": ""[wildcard]*[/wildcard]"", ""systemUse"": ""[wildcard]*[/wildcard]""}]"
"≈10K","info","nmi","I0311 [wildcard]HH:mm:ss.SSSSSS[/wildcard] 1 standard.go:179] matched identityType:0 clientid:[wildcard]*[/wildcard][wildcard]*[/wildcard]##### REDACTED #####[wildcard]*[/wildcard] resource:https://vault.azure.net"
"≈10K","info","auth-proxy","time=""[wildcard]*[/wildcard]"" level=info msg=""client request"" bytes=[wildcard][0-355][/wildcard] client_ip=""[::1]:[wildcard][33262-57718][/wildcard]"" latency=[wildcard]*[/wildcard] method=GET path=[wildcard]/*/*/*[/wildcard][wildcard]*[/wildcard] status=[wildcard][200-307][/wildcard] tenant=[wildcard]*[/wildcard]"
"≈10K","info","outbound-contacts-api","[wildcard]yyyy-MM-dd HH:mm:ss.SSS[/wildcard] [INFO ] [[wildcard]*[/wildcard]] com.avaya.outbound.contact.api.controller.ContactListInternalController -- getLatestJobForContactList -- Request to get latest job details of contact list id: [wildcard]*[/wildcard] for accountId: GZJLCF"
"≈10K","info","vrc-availability-service","setActiveTasksOffset. Current LagInfo : , partition : [wildcard]*[/wildcard], endOffset: [wildcard][3441-166567][/wildcard], commitOffset: [wildcard][3441-166567][/wildcard], lag: 0"
"≈10K","info","vrc-metrics-service","methodName:upsertAgentAvailability - Agent [wildcard]*[/wildcard] newAgentState AgentEntry(id=[wildcard]*[/wildcard], tenantId=[wildcard]*[/wildcard], attributes=Attributes(attributeList=[channel.chat, channel.email[wildcard]*[/wildcard]]), activeServiceSet=[], channels=[chat, email], previousChannels=[], channelToStateMap={chat=LOGGED_OUT, email=LOGGED_OUT}, channelToAuxStateMap={chat=AUX_STATE_READY, email=AUX_STATE_READY}, writeCounter=0, readCounter=0, taskId=0) ."
"≈10K","info","vrc-metrics-service","methodName:updateAgent - oldAgentState:null newAgentState:AgentEntry(id=[wildcard]*[/wildcard], tenantId=XLMUYK, attributes=Attributes(attributeList=[channel.chat, channel.email, channel.voice]), activeServiceSet=[], channels=[voice, chat, email], previousChannels=[], channelToStateMap={voice=LOGGED_OUT, chat=LOGGED_OUT, email=LOGGED_OUT}, channelToAuxStateMap={voice=AUX_STATE_READY, chat=AUX_STATE_READY, email=AUX_STATE_READY}, writeCounter=0, readCounter=0, taskId=0)"
"≈10K","info","analytics-ingestion","LakeLocator.process: there are [wildcard][11-500][/wildcard] messages to process."
"≈10K","info","cbs-adapter","setupRestTemplate() : keystore loaded with the required certificates"
"≈10K","info","journey-service","JourneyQueryResponse result (journeyQuery=class JourneyQuery { class Identifiers { identifiers: {[wildcard]*[/wildcard]=[[wildcard]*[/wildcard]]} } startDate: JsonNullable[[wildcard]*[/wildcard]] endDate: JsonNullable[[wildcard]yyyy-MM-ddTHH:mm:ss.SSSSSSXXX[/wildcard]] conversation: JsonNullable.undefined agentId: JsonNullable.undefined channelIds: JsonNullable.undefined }, pageSize=[wildcard][20-50][/wildcard], pageNumber=[wildcard][1-11][/wildcard], accountId=[wildcard]*[/wildcard], traceId=[wildcard]*[/wildcard]): class JourneyQuery { class Identifiers { identifiers: {[wildcard]*[/wildcard]=[[wildcard]*[/wildcard]]} } startDate: JsonNullable.undefined endDate: JsonNullable.undefined conversation: JsonNullable.undefined agentId: JsonNullable.undefined channelIds: JsonNullable.undefined }"
"≈10K","info","vrc-availability-service","consumeRecords, Notifying message listeners of [Agent] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][38180-43848][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": null, ""channelIntegrations"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": false, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": null, ""channelIntegrations"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}, ""channelIntegrations"": null}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""XLMUYK"", ""accountId"": ""XLMUYK""}"
"≈10K","info","vrc-availability-service","messageReceived, received an Admin Agent event value=[{""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": null, ""channelIntegrations"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": false, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": null, ""channelIntegrations"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}, ""channelIntegrations"": null}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""XLMUYK"", ""accountId"": ""XLMUYK""}]"
"≈10K","info","vrc-metrics-service","getConsumerLagInfo: Stream Tasks running in this pod for org.apache.kafka.streams.KafkaStreams@[wildcard]*[/wildcard]are active-tasks [[wildcard][0-1][/wildcard], [wildcard][2-3][/wildcard], [wildcard][4-5][/wildcard]] and standBy-tasks []."
"≈10K","info","vrc-metrics-service","methodName:createLogoutEvent - sending UpsertAgentAvailabilityMessage: AgentChannelState(id=[wildcard]*[/wildcard], tenantId=[wildcard]*[/wildcard], channelToStateMap={voice=LOGGED_OUT, chat=LOGGED_OUT, email=LOGGED_OUT}, channelToAuxStateMap={voice=AUX_STATE_READY, chat=AUX_STATE_READY, email=AUX_STATE_READY})"
"≈10K","info","uc3-connector","processAgent, tenant [[wildcard]*[/wildcard]], agent: [Agent(kafkaKey=[wildcard]*[/wildcard], userId=[wildcard]*[/wildcard], providerAgentId=[wildcard]*[/wildcard], providerId=[wildcard]*[/wildcard],[wildcard]*[/wildcard]@[wildcard]*[/wildcard], deviceType=WEBRTC, password=Admin123$, providerAccountId=[wildcard]*[/wildcard],[wildcard]*[/wildcard]@[wildcard]*[/wildcard], agentDID=null, accountId=[wildcard]*[/wildcard], displayName=[wildcard]*[/wildcard][wildcard]*[/wildcard], [wildcard]*[/wildcard], organizationNodeId=[wildcard]*[/wildcard])][wildcard]*[/wildcard]"
"≈10K","info","ix-dsk-connector","bool [wildcard]*[/wildcard] = [wildcard]*[/wildcard] {[wildcard]*[/wildcard]} {[wildcard]*[/wildcard]}"
"≈10K","info","ix-dsk-connector","Removing Queue from cache key=[[wildcard]*[/wildcard]] size=[[wildcard][37-519][/wildcard]]"
"≈10K","info","ix-dsk-connector","consumeRecords, Notifying message listeners of [Queue] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][58-464879][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""queueId"": ""[wildcard]*[/wildcard]"", ""name"": ""[wildcard]*[/wildcard]"", ""description"": ""[wildcard]*[/wildcard]"", ""accountDefault"": [wildcard]*[/wildcard], ""accountId"": ""[wildcard]*[/wildcard]""}"
"≈10K","info","analytics-dbmgr",".PostgreSQL configuration Not OK ✘"
"≈10K","info","vrc-availability-service","messageReceived, adding Admin Agent to cache, value=[{""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""eb33ae706ef17050e46799c65f9eb4bf"", ""address"": ""7775130733018""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [{""category"": ""Department"", ""value"": ""Dummy""}], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""eb33ae706ef17050e46799c65f9eb4bf"", ""address"": ""7775130733018""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": true, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}, ""channelIntegrations"": null}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""YOVRUD"", ""accountId"": ""YOVRUD""}]"
"≈10K","warn","vrc-rona-service","Invalid value as ReasonCode {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""eb33ae706ef17050e46799c65f9eb4bf"", ""address"": ""7775130733018""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [{""category"": ""Department"", ""value"": ""Dummy""}], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""eb33ae706ef17050e46799c65f9eb4bf"", ""address"": ""7775130733018""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""autoAnswer"": [wildcard]*[/wildcard], ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""YOVRUD"", ""accountId"": ""YOVRUD"", ""deletePending"": false} in the ConsumerRecord"
